country_code	zone	w_from	w_to	price
SK	3	600	700	195.21
SK	3	700	800	211.48
SK	3	800	900	231.12
SK	3	900	1000	250.61
SK	3	1000	1100	270.1
SK	3	1100	1200	286.07
SK	3	1200	1300	305.34
SK	3	1300	1400	325.85
SK	3	1400	1500	347.95
SK	3	1500	1600	367.03
SK	3	1600	1700	389.55
SK	3	1700	1800	412.89
SK	3	1800	1900	436.46
SK	3	1900	2000	453.68
SK	3	2000	2100	474.74
SK	3	2100	2200	495.82
SK	3	2200	2300	516.96
SK	3	2300	2400	534.17
SK	3	2400	2500	555.31
SK	4	0	30	52.07
SK	4	30	50	58.87
SK	4	50	75	65.68
SK	4	75	100	72.46
SK	4	100	150	87.93
SK	4	150	200	95.06
SK	4	200	250	108.78
SK	4	250	300	119.01
SK	4	300	350	132.45
SK	4	350	400	140.45
SK	4	400	450	155.1
SK	4	450	500	165.34
SK	4	500	600	183.6
SK	4	600	700	207.83
SK	4	700	800	225.09
SK	4	800	900	246.42
SK	4	900	1000	267.63
SK	4	1000	1100	288.77
SK	4	1100	1200	305.69
SK	4	1200	1300	326.61
SK	4	1300	1400	349.26
SK	4	1400	1500	373.51
SK	4	1500	1600	394.02
SK	4	1600	1700	418.75
SK	4	1700	1800	444.34
SK	4	1800	1900	470.18
SK	4	1900	2000	488.55
SK	4	2000	2100	511.48
SK	4	2100	2200	534.41
SK	4	2200	2300	557.4
SK	4	2300	2400	575.75
SK	4	2400	2500	598.77
