country_code	zone	w_from	w_to	price
AT	1	0	30	42.26
AT	1	30	50	43.88
AT	1	50	75	47.91
AT	1	75	100	51.94
AT	1	100	150	62.13
AT	1	150	200	66.1
AT	1	200	250	75.68
AT	1	250	300	81.68
AT	1	300	350	90.77
AT	1	350	400	95.15
AT	1	400	450	104.41
AT	1	450	500	110.76
AT	1	500	600	122.04
AT	1	600	700	137.38
AT	1	700	800	147.5
AT	1	800	900	160.3
AT	1	900	1000	173.02
AT	1	1000	1100	185.63
AT	1	1100	1200	195.48
AT	1	1200	1300	207.92
AT	1	1300	1400	221.49
AT	1	1400	1500	236.64
AT	1	1500	1600	249.41
AT	1	1600	1700	264.96
AT	1	1700	1800	281.6
AT	1	1800	1900	298.42
AT	1	1900	2000	309.47
AT	1	2000	2100	323.99
AT	1	2100	2200	338.45
AT	1	2200	2300	353.05
AT	1	2300	2400	364.08
AT	1	2400	2500	378.86
AT	2	0	30	42.26
AT	2	30	50	45.72
AT	2	50	75	49.77
AT	2	75	100	53.83
AT	2	100	150	64.42
AT	2	150	200	68.38
AT	2	200	250	78.27
AT	2	250	300	84.26
AT	2	300	350	93.62
AT	2	350	400	98.02
AT	2	400	450	107.61
AT	2	450	500	113.97
AT	2	500	600	125.57
AT	2	600	700	141.25
AT	2	700	800	151.69
AT	2	800	900	164.79
AT	2	900	1000	177.82
AT	2	1000	1100	190.7
AT	2	1100	1200	200.83
AT	2	1200	1300	213.54
AT	2	1300	1400	227.68
AT	2	1400	1500	243.48
AT	2	1500	1600	256.89
AT	2	1600	1700	273.13
AT	2	1700	1800	290.46
AT	2	1800	1900	308.04
AT	2	1900	2000	319.5
AT	2	2000	2100	334.46
AT	2	2100	2200	349.35
AT	2	2200	2300	364.37
AT	2	2300	2400	375.83
AT	2	2400	2500	391.02
AT	3	0	30	43.02
AT	3	30	50	48.96
AT	3	50	75	54.9
AT	3	75	100	60.84
AT	3	100	150	71.55
AT	3	150	200	75.41
AT	3	200	250	85.17
AT	3	250	300	91.42
AT	3	300	350	100.78
AT	3	350	400	105.44
AT	3	400	450	115.41
AT	3	450	500	122.03
AT	3	500	600	132.64
AT	3	600	700	147.92
AT	3	700	800	158.01
AT	3	800	900	170.75
AT	3	900	1000	183.46
AT	3	1000	1100	196
AT	3	1100	1200	205.82
AT	3	1200	1300	218.21
AT	3	1300	1400	231.78
AT	3	1400	1500	246.88
AT	3	1500	1600	259.6
AT	3	1600	1700	275.08
AT	3	1700	1800	291.67
AT	3	1800	1900	308.49
AT	3	1900	2000	319.5
AT	3	2000	2100	333.93
AT	3	2100	2200	348.43
AT	3	2200	2300	363.01
AT	3	2300	2400	373.99
AT	3	2400	2500	388.64
AT	4	0	30	45.29
AT	4	30	50	50.44
AT	4	50	75	55.6
AT	4	75	100	60.75
AT	4	100	150	71.86
AT	4	150	200	75.42
AT	4	200	250	85.5
AT	4	250	300	91.26
AT	4	300	350	100.79
AT	4	350	400	104.94
AT	4	400	450	115.05
AT	4	450	500	121.16
AT	4	500	600	132.13
AT	4	600	700	147.44
AT	4	700	800	157.49
AT	4	800	900	170.17
AT	4	900	1000	182.82
AT	4	1000	1100	195.27
AT	4	1100	1200	204.95
AT	4	1200	1300	217.18
AT	4	1300	1400	231.43
AT	4	1400	1500	247.3
AT	4	1500	1600	260.85
AT	4	1600	1700	277.24
AT	4	1700	1800	294.84
AT	4	1800	1900	312.69
AT	4	1900	2000	323.96
AT	4	2000	2100	338.68
AT	4	2100	2200	353.41
AT	4	2200	2300	368.26
AT	4	2300	2400	379.48
AT	4	2400	2500	394.43
AT	5	0	30	47.55
AT	5	30	50	52.43
AT	5	50	75	57.31
AT	5	75	100	62.19
AT	5	100	150	73.96
AT	5	150	200	77.73
AT	5	200	250	88.39
AT	5	250	300	94.29
AT	5	300	350	104.33
AT	5	350	400	108.62
AT	5	400	450	119.29
AT	5	450	500	125.56
AT	5	500	600	137.47
AT	5	600	700	153.58
AT	5	700	800	164.43
AT	5	800	900	177.89
AT	5	900	1000	191.29
AT	5	1000	1100	204.52
AT	5	1100	1200	214.95
AT	5	1200	1300	227.91
AT	5	1300	1400	243.32
AT	5	1400	1500	260.39
AT	5	1500	1600	275.16
AT	5	1600	1700	292.83
AT	5	1700	1800	311.75
AT	5	1800	1900	330.93
AT	5	1900	2000	343.15
AT	5	2000	2100	358.82
AT	5	2100	2200	374.48
AT	5	2200	2300	390.27
AT	5	2300	2400	402.44
AT	5	2400	2500	418.35
AT	6	0	30	55.7
AT	6	30	50	62
AT	6	50	75	68.32
AT	6	75	100	74.63
AT	6	100	150	88.48
AT	6	150	200	92.64
AT	6	200	250	104.82
AT	6	250	300	111.36
AT	6	300	350	122.86
AT	6	350	400	127.81
AT	6	400	450	140.49
AT	6	450	500	147.41
AT	6	500	600	160.94
AT	6	600	700	179.14
AT	6	700	800	192.02
AT	6	800	900	207.5
AT	6	900	1000	222.89
AT	6	1000	1100	238.06
AT	6	1100	1200	250.41
AT	6	1200	1300	265.29
AT	6	1300	1400	283.58
AT	6	1400	1500	303.65
AT	6	1500	1600	321.5
AT	6	1600	1700	342.29
AT	6	1700	1800	364.48
AT	6	1800	1900	387.02
AT	6	1900	2000	401.63
AT	6	2000	2100	419.66
AT	6	2100	2200	437.77
AT	6	2200	2300	455.93
AT	6	2300	2400	470.47
AT	6	2400	2500	488.74
AT	7	0	30	61.58
AT	7	30	50	67.87
AT	7	50	75	74.17
AT	7	75	100	80.45
AT	7	100	150	95.58
AT	7	150	200	99.75
AT	7	200	250	112.86
AT	7	250	300	119.43
AT	7	300	350	131.72
AT	7	350	400	136.69
AT	7	400	450	150.47
AT	7	450	500	157.38
AT	7	500	600	171.97
AT	7	600	700	191.22
AT	7	700	800	205.1
AT	7	800	900	221.53
AT	7	900	1000	237.87
AT	7	1000	1100	253.94
AT	7	1100	1200	267.18
AT	7	1200	1300	282.9
AT	7	1300	1400	303.03
AT	7	1400	1500	325.06
AT	7	1500	1600	344.93
AT	7	1600	1700	367.8
AT	7	1700	1800	392.22
AT	7	1800	1900	417.05
AT	7	1900	2000	432.99
AT	7	2000	2100	452.38
AT	7	2100	2200	471.82
AT	7	2200	2300	491.34
AT	7	2300	2400	507.21
AT	7	2400	2500	526.85
BE	1	0	30	42.26
BE	1	30	50	42.26
BE	1	50	75	42.26
BE	1	75	100	44.19
BE	1	100	150	53.21
BE	1	150	200	55.39
BE	1	200	250	63.92
BE	1	250	300	67.68
BE	1	300	350	76.83
BE	1	350	400	79.44
BE	1	400	450	88.32
BE	1	450	500	92
BE	1	500	600	98.07
BE	1	600	700	108.95
BE	1	700	800	115.94
BE	1	800	900	125.25
BE	1	900	1000	133.53
BE	1	1000	1100	142.13
BE	1	1100	1200	146.88
BE	1	1200	1300	153.67
BE	1	1300	1400	160.49
BE	1	1400	1500	168.5
BE	1	1500	1600	181.84
BE	1	1600	1700	190.04
BE	1	1700	1800	198.72
BE	1	1800	1900	207.52
BE	1	1900	2000	212.86
BE	1	2000	2100	226.19
BE	1	2100	2200	233.86
BE	1	2200	2300	241.56
BE	1	2300	2400	246.9
BE	1	2400	2500	254.61
BE	2	0	30	42.26
BE	2	30	50	42.26
BE	2	50	75	43.33
BE	2	75	100	47.26
BE	2	100	150	55.52
BE	2	150	200	58.04
BE	2	200	250	65.58
BE	2	250	300	69.89
BE	2	300	350	77.02
BE	2	350	400	79.96
BE	2	400	450	87.42
BE	2	450	500	91.98
BE	2	500	600	99.69
BE	2	600	700	110.88
BE	2	700	800	117.71
BE	2	800	900	126.77
BE	2	900	1000	135.74
BE	2	1000	1100	144.66
BE	2	1100	1200	151.2
BE	2	1200	1300	159.95
BE	2	1300	1400	169.93
BE	2	1400	1500	181.27
BE	2	1500	1600	190.62
BE	2	1600	1700	202.31
BE	2	1700	1800	214.97
BE	2	1800	1900	227.86
BE	2	1900	2000	235.55
BE	2	2000	2100	246.12
BE	2	2100	2200	256.73
BE	2	2200	2300	267.42
BE	2	2300	2400	275.12
BE	2	2400	2500	285.83
BE	3	0	30	42.26
BE	3	30	50	43.58
BE	3	50	75	47.92
BE	3	75	100	51.85
BE	3	100	150	61.1
BE	3	150	200	63.62
BE	3	200	250	71.88
BE	3	250	300	76.2
BE	3	300	350	83.97
BE	3	350	400	86.92
BE	3	400	450	95.21
BE	3	450	500	99.77
BE	3	500	600	108.3
BE	3	600	700	120.3
BE	3	700	800	127.9
BE	3	800	900	137.69
BE	3	900	1000	147.41
BE	3	1000	1100	157.03
BE	3	1100	1200	164.23
BE	3	1200	1300	173.65
BE	3	1300	1400	185.07
BE	3	1400	1500	197.94
BE	3	1500	1600	208.87
BE	3	1600	1700	222.19
BE	3	1700	1800	236.58
BE	3	1800	1900	251.23
BE	3	1900	2000	259.99
BE	3	2000	2100	271.61
BE	3	2100	2200	283.27
BE	3	2200	2300	295
BE	3	2300	2400	303.74
BE	3	2400	2500	315.48
BE	4	0	30	42.26
BE	4	30	50	45.83
BE	4	50	75	50.06
BE	4	75	100	54
BE	4	100	150	63.7
BE	4	150	200	66.23
BE	4	200	250	74.84
BE	4	250	300	79.15
BE	4	300	350	87.21
BE	4	350	400	90.16
BE	4	400	450	98.86
BE	4	450	500	103.43
BE	4	500	600	112.33
BE	4	600	700	124.7
BE	4	700	800	132.67
BE	4	800	900	142.81
BE	4	900	1000	152.87
BE	4	1000	1100	162.82
BE	4	1100	1200	170.35
BE	4	1200	1300	180.06
BE	4	1300	1400	192.16
BE	4	1400	1500	205.74
BE	4	1500	1600	217.4
BE	4	1600	1700	231.5
BE	4	1700	1800	246.71
BE	4	1800	1900	262.2
BE	4	1900	2000	271.44
BE	4	2000	2100	283.54
BE	4	2100	2200	295.69
BE	4	2200	2300	307.91
BE	4	2300	2400	317.15
BE	4	2400	2500	329.4
BG	1	0	30	57.98
BG	1	30	50	65.46
BG	1	50	75	72.95
BG	1	75	100	79.97
BG	1	100	150	99.29
BG	1	150	200	111.83
BG	1	200	250	129.87
BG	1	250	300	145.07
BG	1	300	350	162.88
BG	1	350	400	176.22
BG	1	400	450	194.78
BG	1	450	500	209.99
BG	1	500	600	237.15
BG	1	600	700	269.48
BG	1	700	800	296.05
BG	1	800	900	325.77
BG	1	900	1000	355.47
BG	1	1000	1100	385.05
BG	1	1100	1200	411.38
BG	1	1200	1300	440.84
BG	1	1300	1400	470.6
BG	1	1400	1500	502.2
BG	1	1500	1600	530.95
BG	1	1600	1700	562.87
BG	1	1700	1800	595.72
BG	1	1800	1900	628.72
BG	1	1900	2000	656.04
BG	1	2000	2100	687.1
BG	1	2100	2200	718.19
BG	1	2200	2300	749.36
BG	1	2300	2400	776.66
BG	1	2400	2500	807.85
BG	2	0	30	60.35
BG	2	30	50	67.64
BG	2	50	75	74.92
BG	2	75	100	81.94
BG	2	100	150	102.12
BG	2	150	200	114.65
BG	2	200	250	133.43
BG	2	250	300	148.62
BG	2	300	350	167.04
BG	2	350	400	180.4
BG	2	400	450	199.69
BG	2	450	500	214.9
BG	2	500	600	242.79
BG	2	600	700	275.79
BG	2	700	800	303.06
BG	2	800	900	333.44
BG	2	900	1000	363.77
BG	2	1000	1100	393.98
BG	2	1100	1200	420.9
BG	2	1200	1300	450.94
BG	2	1300	1400	481.87
BG	2	1400	1500	514.7
BG	2	1500	1600	544.72
BG	2	1600	1700	577.98
BG	2	1700	1800	612.23
BG	2	1800	1900	646.71
BG	2	1900	2000	674.9
BG	2	2000	2100	706.85
BG	2	2100	2200	738.82
BG	2	2200	2300	770.89
BG	2	2300	2400	799.09
BG	2	2400	2500	831.15
BG	3	0	30	62.72
BG	3	30	50	70.11
BG	3	50	75	77.49
BG	3	75	100	84.5
BG	3	100	150	106.04
BG	3	150	200	119.44
BG	3	200	250	139.58
BG	3	250	300	156.31
BG	3	300	350	176.14
BG	3	350	400	190.37
BG	3	400	450	211.01
BG	3	450	500	227.76
BG	3	500	600	257.9
BG	3	600	700	294.48
BG	3	700	800	323.35
BG	3	800	900	356.64
BG	3	900	1000	389.91
BG	3	1000	1100	423.05
BG	3	1100	1200	451.58
BG	3	1200	1300	484.55
BG	3	1300	1400	518.28
BG	3	1400	1500	553.92
BG	3	1500	1600	585.4
BG	3	1600	1700	621.43
BG	3	1700	1800	658.42
BG	3	1800	1900	695.63
BG	3	1900	2000	725.38
BG	3	2000	2100	760.21
BG	3	2100	2200	795.04
BG	3	2200	2300	829.97
BG	3	2300	2400	859.73
BG	3	2400	2500	894.66
BG	4	0	30	63.9
BG	4	30	50	71.86
BG	4	50	75	79.8
BG	4	75	100	86.96
BG	4	100	150	109.32
BG	4	150	200	123.42
BG	4	200	250	144.43
BG	4	250	300	162.28
BG	4	300	350	182.99
BG	4	350	400	197.95
BG	4	400	450	219.45
BG	4	450	500	237.32
BG	4	500	600	268.96
BG	4	600	700	307.88
BG	4	700	800	337.87
BG	4	800	900	373.12
BG	4	900	1000	408.3
BG	4	1000	1100	443.4
BG	4	1100	1200	473.11
BG	4	1200	1300	508.05
BG	4	1300	1400	543.5
BG	4	1400	1500	580.84
BG	4	1500	1600	613.26
BG	4	1600	1700	650.99
BG	4	1700	1800	689.66
BG	4	1800	1900	728.52
BG	4	1900	2000	759.35
BG	4	2000	2100	796.04
BG	4	2100	2200	832.74
BG	4	2200	2300	869.53
BG	4	2300	2400	900.34
BG	4	2400	2500	937.15
BG	5	0	30	65.09
BG	5	30	50	72.94
BG	5	50	75	80.81
BG	5	75	100	87.96
BG	5	100	150	110.75
BG	5	150	200	124.87
BG	5	200	250	146.24
BG	5	250	300	164.08
BG	5	300	350	185.13
BG	5	350	400	200.07
BG	5	400	450	221.95
BG	5	450	500	239.82
BG	5	500	600	271.85
BG	5	600	700	311.08
BG	5	700	800	341.45
BG	5	800	900	377.03
BG	5	900	1000	412.55
BG	5	1000	1100	447.95
BG	5	1100	1200	477.96
BG	5	1200	1300	513.21
BG	5	1300	1400	549.24
BG	5	1400	1500	587.23
BG	5	1500	1600	620.3
BG	5	1600	1700	658.7
BG	5	1700	1800	698.09
BG	5	1800	1900	737.69
BG	5	1900	2000	768.96
BG	5	2000	2100	806.11
BG	5	2100	2200	843.26
BG	5	2200	2300	880.51
BG	5	2300	2400	911.79
BG	5	2400	2500	949.03
BG	6	0	30	66.27
BG	6	30	50	74.16
BG	6	50	75	82.06
BG	6	75	100	89.21
BG	6	100	150	112.59
BG	6	150	200	126.7
BG	6	200	250	148.58
BG	6	250	300	166.41
BG	6	300	350	187.88
BG	6	350	400	202.83
BG	6	400	450	225.21
BG	6	450	500	243.09
BG	6	500	600	275.58
BG	6	600	700	315.32
BG	6	700	800	346.14
BG	6	800	900	382.18
BG	6	900	1000	418.12
BG	6	1000	1100	453.95
BG	6	1100	1200	484.37
BG	6	1200	1300	520.01
BG	6	1300	1400	556.84
BG	6	1400	1500	595.64
BG	6	1500	1600	629.58
BG	6	1600	1700	668.89
BG	6	1700	1800	709.23
BG	6	1800	1900	749.83
BG	6	1900	2000	781.7
BG	6	2000	2100	819.44
BG	6	2100	2200	857.21
BG	6	2200	2300	895.06
BG	6	2300	2400	926.93
BG	6	2400	2500	964.78
BG	7	0	30	68.64
BG	7	30	50	76.2
BG	7	50	75	83.77
BG	7	75	100	90.91
BG	7	100	150	115.17
BG	7	150	200	129.29
BG	7	200	250	151.88
BG	7	250	300	169.72
BG	7	300	350	191.88
BG	7	350	400	206.82
BG	7	400	450	229.96
BG	7	450	500	247.83
BG	7	500	600	281.05
BG	7	600	700	321.51
BG	7	700	800	353.02
BG	7	800	900	389.72
BG	7	900	1000	426.33
BG	7	1000	1100	462.81
BG	7	1100	1200	493.85
BG	7	1200	1300	530.08
BG	7	1300	1400	568.08
BG	7	1400	1500	608.12
BG	7	1500	1600	643.36
BG	7	1600	1700	684.01
BG	7	1700	1800	725.78
BG	7	1800	1900	767.83
BG	7	1900	2000	800.64
BG	7	2000	2100	839.29
BG	7	2100	2200	877.95
BG	7	2200	2300	916.72
BG	7	2300	2400	949.49
BG	7	2400	2500	988.27
CZ	1	0	30	42.26
CZ	1	30	50	42.26
CZ	1	50	75	42.26
CZ	1	75	100	42.26
CZ	1	100	150	44.06
CZ	1	150	200	49.42
CZ	1	200	250	54.95
CZ	1	250	300	60.31
CZ	1	300	350	65.72
CZ	1	350	400	69
CZ	1	400	450	76.2
CZ	1	450	500	80
CZ	1	500	600	88.08
CZ	1	600	700	97.7
CZ	1	700	800	104.21
CZ	1	800	900	112.8
CZ	1	900	1000	121.37
CZ	1	1000	1100	129.86
CZ	1	1100	1200	136.19
CZ	1	1200	1300	144.59
CZ	1	1300	1400	153.26
CZ	1	1400	1500	163.15
CZ	1	1500	1600	171.14
CZ	1	1600	1700	181.23
CZ	1	1700	1800	191.99
CZ	1	1800	1900	202.87
CZ	1	1900	2000	209.86
CZ	1	2000	2100	219.43
CZ	1	2100	2200	228.96
CZ	1	2200	2300	238.57
CZ	1	2300	2400	245.57
CZ	1	2400	2500	255.2
CZ	2	0	30	42.26
CZ	2	30	50	42.26
CZ	2	50	75	42.26
CZ	2	75	100	42.26
CZ	2	100	150	47.82
CZ	2	150	200	54.18
CZ	2	200	250	59.92
CZ	2	250	300	65.55
CZ	2	300	350	71.26
CZ	2	350	400	74.81
CZ	2	400	450	82.54
CZ	2	450	500	86.63
CZ	2	500	600	94.9
CZ	2	600	700	105.06
CZ	2	700	800	112.13
CZ	2	800	900	121.3
CZ	2	900	1000	130.41
CZ	2	1000	1100	139.45
CZ	2	1100	1200	146.34
CZ	2	1200	1300	155.3
CZ	2	1300	1400	164.55
CZ	2	1400	1500	174.99
CZ	2	1500	1600	183.55
CZ	2	1600	1700	194.22
CZ	2	1700	1800	205.55
CZ	2	1800	1900	217
CZ	2	1900	2000	224.53
CZ	2	2000	2100	234.65
CZ	2	2100	2200	244.78
CZ	2	2200	2300	254.93
CZ	2	2300	2400	262.49
CZ	2	2400	2500	272.67
CZ	3	0	30	42.26
CZ	3	30	50	42.26
CZ	3	50	75	42.26
CZ	3	75	100	43.98
CZ	3	100	150	49.69
CZ	3	150	200	56.12
CZ	3	200	250	62.12
CZ	3	250	300	67.75
CZ	3	300	350	73.68
CZ	3	350	400	77.22
CZ	3	400	450	85.26
CZ	3	450	500	89.34
CZ	3	500	600	97.89
CZ	3	600	700	108.34
CZ	3	700	800	115.68
CZ	3	800	900	125.09
CZ	3	900	1000	134.45
CZ	3	1000	1100	143.76
CZ	3	1100	1200	150.87
CZ	3	1200	1300	160.05
CZ	3	1300	1400	169.8
CZ	3	1400	1500	180.79
CZ	3	1500	1600	189.88
CZ	3	1600	1700	201.12
CZ	3	1700	1800	213.06
CZ	3	1800	1900	225.11
CZ	3	1900	2000	233.04
CZ	3	2000	2100	243.51
CZ	3	2100	2200	253.98
CZ	3	2200	2300	264.52
CZ	3	2300	2400	272.42
CZ	3	2400	2500	282.99
CZ	4	0	30	42.26
CZ	4	30	50	42.26
CZ	4	50	75	42.26
CZ	4	75	100	47.02
CZ	4	100	150	53.2
CZ	4	150	200	60.21
CZ	4	200	250	67.17
CZ	4	250	300	73.65
CZ	4	300	350	80.52
CZ	4	350	400	84.55
CZ	4	400	450	93.59
CZ	4	450	500	98.5
CZ	4	500	600	108.52
CZ	4	600	700	121.14
CZ	4	700	800	129.58
CZ	4	800	900	140.79
CZ	4	900	1000	151.98
CZ	4	1000	1100	163.08
CZ	4	1100	1200	171.28
CZ	4	1200	1300	182.25
CZ	4	1300	1400	193.94
CZ	4	1400	1500	206.88
CZ	4	1500	1600	217.26
CZ	4	1600	1700	230.49
CZ	4	1700	1800	244.43
CZ	4	1800	1900	258.51
CZ	4	1900	2000	267.58
CZ	4	2000	2100	279.92
CZ	4	2100	2200	292.27
CZ	4	2200	2300	304.67
CZ	4	2300	2400	313.74
CZ	4	2400	2500	326.17
CZ	5	0	30	42.26
CZ	5	30	50	42.26
CZ	5	50	75	42.26
CZ	5	75	100	46.13
CZ	5	100	150	51.44
CZ	5	150	200	57.38
CZ	5	200	250	64.49
CZ	5	250	300	70.89
CZ	5	300	350	77.84
CZ	5	350	400	81.68
CZ	5	400	450	90.55
CZ	5	450	500	95.39
CZ	5	500	600	105.69
CZ	5	600	700	118.48
CZ	5	700	800	126.69
CZ	5	800	900	137.93
CZ	5	900	1000	149.13
CZ	5	1000	1100	160.24
CZ	5	1100	1200	168.21
CZ	5	1200	1300	179.18
CZ	5	1300	1400	191.04
CZ	5	1400	1500	204.16
CZ	5	1500	1600	214.48
CZ	5	1600	1700	227.92
CZ	5	1700	1800	242.09
CZ	5	1800	1900	256.4
CZ	5	1900	2000	265.31
CZ	5	2000	2100	277.74
CZ	5	2100	2200	290.17
CZ	5	2200	2300	302.65
CZ	5	2300	2400	311.56
CZ	5	2400	2500	324.07
CZ	6	0	30	42.26
CZ	6	30	50	42.26
CZ	6	50	75	42.59
CZ	6	75	100	47.4
CZ	6	100	150	52.74
CZ	6	150	200	58.7
CZ	6	200	250	65.98
CZ	6	250	300	72.38
CZ	6	300	350	79.47
CZ	6	350	400	83.31
CZ	6	400	450	92.39
CZ	6	450	500	97.23
CZ	6	500	600	107.73
CZ	6	600	700	120.7
CZ	6	700	800	129.1
CZ	6	800	900	140.5
CZ	6	900	1000	151.88
CZ	6	1000	1100	163.16
CZ	6	1100	1200	171.29
CZ	6	1200	1300	182.42
CZ	6	1300	1400	194.6
CZ	6	1400	1500	208.09
CZ	6	1500	1600	218.78
CZ	6	1600	1700	232.6
CZ	6	1700	1800	247.19
CZ	6	1800	1900	261.92
CZ	6	1900	2000	271.07
CZ	6	2000	2100	283.74
CZ	6	2100	2200	296.42
CZ	6	2200	2300	309.14
CZ	6	2300	2400	318.3
CZ	6	2400	2500	331.07
CZ	7	0	30	42.26
CZ	7	30	50	42.26
CZ	7	50	75	45.75
CZ	7	75	100	51.36
CZ	7	100	150	57.65
CZ	7	150	200	64.71
CZ	7	200	250	72.39
CZ	7	250	300	79.1
CZ	7	300	350	86.65
CZ	7	350	400	90.79
CZ	7	400	450	100.62
CZ	7	450	500	105.78
CZ	7	500	600	116.7
CZ	7	600	700	130.44
CZ	7	700	800	139.64
CZ	7	800	900	151.82
CZ	7	900	1000	163.96
CZ	7	1000	1100	176
CZ	7	1100	1200	184.91
CZ	7	1200	1300	196.79
CZ	7	1300	1400	209.92
CZ	7	1400	1500	224.33
CZ	7	1500	1600	235.97
CZ	7	1600	1700	250.76
CZ	7	1700	1800	266.32
CZ	7	1800	1900	282.06
CZ	7	1900	2000	292.06
CZ	7	2000	2100	305.57
CZ	7	2100	2200	319.07
CZ	7	2200	2300	332.64
CZ	7	2300	2400	342.64
CZ	7	2400	2500	356.24
DK	1	0	30	42.26
DK	1	30	50	42.26
DK	1	50	75	42.26
DK	1	75	100	43.25
DK	1	100	150	51.33
DK	1	150	200	54.27
DK	1	200	250	62.16
DK	1	250	300	66.73
DK	1	300	350	74.11
DK	1	350	400	79.3
DK	1	400	450	84.49
DK	1	450	500	89.46
DK	1	500	600	97.86
DK	1	600	700	109.53
DK	1	700	800	116.59
DK	1	800	900	125.97
DK	1	900	1000	135.27
DK	1	1000	1100	144.47
DK	1	1100	1200	151.27
DK	1	1200	1300	160.36
DK	1	1300	1400	170.51
DK	1	1400	1500	181.93
DK	1	1500	1600	191.34
DK	1	1600	1700	203.11
DK	1	1700	1800	215.95
DK	1	1800	1900	229.01
DK	1	1900	2000	236.86
DK	1	2000	2100	247.81
DK	1	2100	2200	258.81
DK	1	2200	2300	269.89
DK	1	2300	2400	277.76
DK	1	2400	2500	288.89
DK	2	0	30	42.26
DK	2	30	50	42.9
DK	2	50	75	48.51
DK	2	75	100	51.18
DK	2	100	150	61.26
DK	2	150	200	64.71
DK	2	200	250	74.21
DK	2	250	300	79.3
DK	2	300	350	88.17
DK	2	350	400	94.5
DK	2	400	450	100.84
DK	2	450	500	106.33
DK	2	500	600	117.01
DK	2	600	700	130.89
DK	2	700	800	140.16
DK	2	800	900	151.68
DK	2	900	1000	163.12
DK	2	1000	1100	174.39
DK	2	1100	1200	183.29
DK	2	1200	1300	194.38
DK	2	1300	1400	207.72
DK	2	1400	1500	222.45
DK	2	1500	1600	235.28
DK	2	1600	1700	250.56
DK	2	1700	1800	267.03
DK	2	1800	1900	283.78
DK	2	1900	2000	294.24
DK	2	2000	2100	307.82
DK	2	2100	2200	321.43
DK	2	2200	2300	335.09
DK	2	2300	2400	345.57
DK	2	2400	2500	359.29
DK	3	0	30	42.99
DK	3	30	50	44.09
DK	3	50	75	49.76
DK	3	75	100	52.44
DK	3	100	150	62.8
DK	3	150	200	66.3
DK	3	200	250	76.01
DK	3	250	300	81.14
DK	3	300	350	90.22
DK	3	350	400	96.68
DK	3	400	450	103.14
DK	3	450	500	108.69
DK	3	500	600	119.62
DK	3	600	700	133.78
DK	3	700	800	143.27
DK	3	800	900	155.02
DK	3	900	1000	166.71
DK	3	1000	1100	178.21
DK	3	1100	1200	187.3
DK	3	1200	1300	198.6
DK	3	1300	1400	212.33
DK	3	1400	1500	227.47
DK	3	1500	1600	240.67
DK	3	1600	1700	256.39
DK	3	1700	1800	273.32
DK	3	1800	1900	290.52
DK	3	1900	2000	301.29
DK	3	2000	2100	315.15
DK	3	2100	2200	329.08
DK	3	2200	2300	343.04
DK	3	2300	2400	353.81
DK	3	2400	2500	367.84
DK	4	0	30	44.12
DK	4	30	50	45.45
DK	4	50	75	51.06
DK	4	75	100	53.72
DK	4	100	150	64.37
DK	4	150	200	67.81
DK	4	200	250	77.73
DK	4	250	300	82.81
DK	4	300	350	92.02
DK	4	350	400	98.61
DK	4	400	450	105.18
DK	4	450	500	110.67
DK	4	500	600	121.79
DK	4	600	700	136.12
DK	4	700	800	145.83
DK	4	800	900	157.75
DK	4	900	1000	169.61
DK	4	1000	1100	181.27
DK	4	1100	1200	190.52
DK	4	1200	1300	201.99
DK	4	1300	1400	216.14
DK	4	1400	1500	231.72
DK	4	1500	1600	245.42
DK	4	1600	1700	261.61
DK	4	1700	1800	279.03
DK	4	1800	1900	296.79
DK	4	1900	2000	307.83
DK	4	2000	2100	321.98
DK	4	2100	2200	336.17
DK	4	2200	2300	350.42
DK	4	2300	2400	361.47
DK	4	2400	2500	375.77
DK	5	0	30	47.17
DK	5	30	50	48.32
DK	5	50	75	53.93
DK	5	75	100	56.6
DK	5	100	150	67.55
DK	5	150	200	70.5
DK	5	200	250	80.5
DK	5	250	300	85.07
DK	5	300	350	94.32
DK	5	350	400	101.81
DK	5	400	450	109.31
DK	5	450	500	114.37
DK	5	500	600	125.37
DK	5	600	700	139.64
DK	5	700	800	149.15
DK	5	800	900	160.9
DK	5	900	1000	172.58
DK	5	1000	1100	184.02
DK	5	1100	1200	193.01
DK	5	1200	1300	204.21
DK	5	1300	1400	218.83
DK	5	1400	1500	237.3
DK	5	1500	1600	251.73
DK	5	1600	1700	268.78
DK	5	1700	1800	287.2
DK	5	1800	1900	305.97
DK	5	1900	2000	317.18
DK	5	2000	2100	331.61
DK	5	2100	2200	346.09
DK	5	2200	2300	360.61
DK	5	2300	2400	371.86
DK	5	2400	2500	386.43
DK	6	0	30	50.97
DK	6	30	50	52.22
DK	6	50	75	57.81
DK	6	75	100	60.48
DK	6	100	150	72.58
DK	6	150	200	76.02
DK	6	200	250	87.01
DK	6	250	300	92.1
DK	6	300	350	102.26
DK	6	350	400	109.46
DK	6	400	450	116.66
DK	6	450	500	122.14
DK	6	500	600	134.48
DK	6	600	700	149.99
DK	6	700	800	160.83
DK	6	800	900	173.85
DK	6	900	1000	186.77
DK	6	1000	1100	199.47
DK	6	1100	1200	209.75
DK	6	1200	1300	222.17
DK	6	1300	1400	238.43
DK	6	1400	1500	256.25
DK	6	1500	1600	272.27
DK	6	1600	1700	290.89
DK	6	1700	1800	310.88
DK	6	1800	1900	331.25
