plz2,zone
01	6
02	6
03	6
04	5
06	4
07	5
08	5
09	5
10	5
12	5
13	5
14	4
15	5
16	5
17	6
18	5
19	4
20	2
21	2
22	2
23	3
24	3
25	3
26	3
27	2
28	2
29	1
30	1
31	1
32	2
33	2
34	3
35	5
36	4
37	2
38	1
39	3
40	4
41	5
42	4
44	3
45	4
46	4
47	5
48	3
49	2
50	5
51	4
52	5
53	5
54	7
55	6
56	6
57	5
58	4
59	3
60	5
61	5
63	5
64	6
65	6
66	8
67	7
68	7
69	7
70	8
71	8
72	9
73	8
74	7
75	8
76	7
77	8
78	9
79	9
80	10
81	10
82	10
83	10
84	9
85	9
86	9
87	9
88	9
89	8
90	7
91	7
92	8
93	9
94	10
95	7
96	6
97	6
98	5
99	4
