scope	country	zone	w_from	w_to	price
EU	Frankreich	1	1900.01	2000	547.8
EU	Frankreich	1	2000.01	2100	559.48
EU	Frankreich	1	2100.01	2200	571.15
EU	Frankreich	1	2200.01	2300	583.31
EU	Frankreich	1	2300.01	2400	583.8
EU	Frankreich	1	2400.01	2500	607.15
EU	Frankreich	1	2500.01	3000	708.83
EU	Frankreich	1	3000.01	3500	786.67
EU	Frankreich	1	3500.01	4000	849.92
EU	Frankreich	1	4000.01	4500	867.92
EU	Frankreich	1	4500.01	5000	895.65
EU	Frankreich	2	0.01	50	30.84
EU	Frankreich	2	50.01	100	46.61
EU	Frankreich	2	100.01	150	66.75
EU	Frankreich	2	150.01	200	86.99
EU	Frankreich	2	200.01	300	129.41
EU	Frankreich	2	300.01	400	172.22
EU	Frankreich	2	400.01	500	214.84
EU	Frankreich	2	500.01	600	234.2
EU	Frankreich	2	600.01	700	272.73
EU	Frankreich	2	700.01	800	311.07
EU	Frankreich	2	800.01	900	349.31
EU	Frankreich	2	900.01	1000	387.35
EU	Frankreich	2	1000.01	1100	395.52
EU	Frankreich	2	1100.01	1200	414.5
EU	Frankreich	2	1200.01	1300	448.07
EU	Frankreich	2	1300.01	1400	481.64
EU	Frankreich	2	1400.01	1500	515.2
EU	Frankreich	2	1500.01	1600	548.77
EU	Frankreich	2	1600.01	1700	581.85
EU	Frankreich	2	1700.01	1800	614.94
EU	Frankreich	2	1800.01	1900	647.53
EU	Frankreich	2	1900.01	2000	680.61
EU	Frankreich	2	2000.01	2100	694.72
EU	Frankreich	2	2100.01	2200	709.32
EU	Frankreich	2	2200.01	2300	724.4
EU	Frankreich	2	2300.01	2400	737.05
EU	Frankreich	2	2400.01	2500	766.24
EU	Frankreich	2	2500.01	3000	898.08
EU	Frankreich	2	3000.01	3500	986.62
EU	Frankreich	2	3500.01	4000	1072.25
EU	Frankreich	2	4000.01	4500	1095.11
EU	Frankreich	2	4500.01	5000	1125.27
EU	Frankreich	3	0.01	50	31.91
EU	Frankreich	3	50.01	100	48.65
EU	Frankreich	3	100.01	150	69.76
EU	Frankreich	3	150.01	200	90.98
EU	Frankreich	3	200.01	300	135.44
EU	Frankreich	3	300.01	400	180.3
EU	Frankreich	3	400.01	500	224.96
EU	Frankreich	3	500.01	600	244.42
EU	Frankreich	3	600.01	700	284.6
EU	Frankreich	3	700.01	800	324.69
EU	Frankreich	3	800.01	900	364.49
EU	Frankreich	3	900.01	1000	404.28
EU	Frankreich	3	1000.01	1100	412.55
EU	Frankreich	3	1100.01	1200	434.93
EU	Frankreich	3	1200.01	1300	470.45
EU	Frankreich	3	1300.01	1400	505.47
EU	Frankreich	3	1400.01	1500	540.99
EU	Frankreich	3	1500.01	1600	575.53
EU	Frankreich	3	1600.01	1700	610.56
EU	Frankreich	3	1700.01	1800	645.1
EU	Frankreich	3	1800.01	1900	679.64
EU	Frankreich	3	1900.01	2000	714.18
EU	Frankreich	3	2000.01	2100	729.26
EU	Frankreich	3	2100.01	2200	744.35
EU	Frankreich	3	2200.01	2300	760.4
EU	Frankreich	3	2300.01	2400	774.99
EU	Frankreich	3	2400.01	2500	805.64
EU	Frankreich	3	2500.01	3000	945.27
EU	Frankreich	3	3000.01	3500	1036.25
EU	Frankreich	3	3500.01	4000	1127.71
EU	Frankreich	3	4000.01	4500	1151.55
EU	Frankreich	3	4500.01	5000	1182.68
EU	Frankreich	4	0.01	50	33.28
EU	Frankreich	4	50.01	100	51.18
EU	Frankreich	4	100.01	150	72.68
EU	Frankreich	4	150.01	200	94.19
EU	Frankreich	4	200.01	300	140.21
EU	Frankreich	4	300.01	400	186.62
EU	Frankreich	4	400.01	500	232.84
EU	Frankreich	4	500.01	600	268.74
EU	Frankreich	4	600.01	700	312.92
EU	Frankreich	4	700.01	800	356.99
EU	Frankreich	4	800.01	900	400.78
EU	Frankreich	4	900.01	1000	444.47
EU	Frankreich	4	1000.01	1100	453.9
EU	Frankreich	4	1100.01	1200	463.15
EU	Frankreich	4	1200.01	1300	476.77
EU	Frankreich	4	1300.01	1400	512.28
EU	Frankreich	4	1400.01	1500	547.8
EU	Frankreich	4	1500.01	1600	583.31
EU	Frankreich	4	1600.01	1700	618.34
EU	Frankreich	4	1700.01	1800	653.86
EU	Frankreich	4	1800.01	1900	688.88
EU	Frankreich	4	1900.01	2000	723.43
EU	Frankreich	4	2000.01	2100	738.51
EU	Frankreich	4	2100.01	2200	754.08
EU	Frankreich	4	2200.01	2300	770.13
EU	Frankreich	4	2300.01	2400	785.21
EU	Frankreich	4	2400.01	2500	816.35
EU	Frankreich	4	2500.01	3000	957.43
EU	Frankreich	4	3000.01	3500	1049.87
EU	Frankreich	4	3500.01	4000	1142.3
EU	Frankreich	4	4000.01	4500	1166.14
EU	Frankreich	4	4500.01	5000	1198.25
EU	Frankreich	5	0.01	50	34.54
EU	Frankreich	5	50.01	100	52.44
EU	Frankreich	5	100.01	150	75.99
EU	Frankreich	5	150.01	200	99.44
EU	Frankreich	5	200.01	300	148.09
EU	Frankreich	5	300.01	400	197.13
EU	Frankreich	5	400.01	500	245.88
EU	Frankreich	5	500.01	600	270.79
EU	Frankreich	5	600.01	700	315.35
EU	Frankreich	5	700.01	800	359.72
EU	Frankreich	5	800.01	900	403.89
EU	Frankreich	5	900.01	1000	447.87
EU	Frankreich	5	1000.01	1100	459.74
EU	Frankreich	5	1100.01	1200	469.47
EU	Frankreich	5	1200.01	1300	496.23
EU	Frankreich	5	1300.01	1400	533.69
EU	Frankreich	5	1400.01	1500	570.66
EU	Frankreich	5	1500.01	1600	607.15
EU	Frankreich	5	1600.01	1700	644.13
EU	Frankreich	5	1700.01	1800	680.61
EU	Frankreich	5	1800.01	1900	717.1
EU	Frankreich	5	1900.01	2000	753.59
EU	Frankreich	5	2000.01	2100	769.16
EU	Frankreich	5	2100.01	2200	774.02
EU	Frankreich	5	2200.01	2300	807.59
EU	Frankreich	5	2300.01	2400	841.16
EU	Frankreich	5	2400.01	2500	874.73
EU	Frankreich	5	2500.01	3000	1027.49
EU	Frankreich	5	3000.01	3500	1121.38
EU	Frankreich	5	3500.01	4000	1223.55
EU	Frankreich	5	4000.01	4500	1249.33
EU	Frankreich	5	4500.01	5000	1282.9
EU	Frankreich	6	0.01	50	35.03
EU	Frankreich	6	50.01	100	53.13
EU	Frankreich	6	100.01	150	76.96
EU	Frankreich	6	150.01	200	100.71
EU	Frankreich	6	200.01	300	150.04
EU	Frankreich	6	300.01	400	199.66
EU	Frankreich	6	400.01	500	249.09
EU	Frankreich	6	500.01	600	274.09
EU	Frankreich	6	600.01	700	319.14
EU	Frankreich	6	700.01	800	364.1
EU	Frankreich	6	800.01	900	408.76
EU	Frankreich	6	900.01	1000	453.32
EU	Frankreich	6	1000.01	1100	465.58
EU	Frankreich	6	1100.01	1200	498.18
EU	Frankreich	6	1200.01	1300	539.04
EU	Frankreich	6	1300.01	1400	578.94
EU	Frankreich	6	1400.01	1500	619.31
EU	Frankreich	6	1500.01	1600	659.21
EU	Frankreich	6	1600.01	1700	699.1
EU	Frankreich	6	1700.01	1800	738.99
EU	Frankreich	6	1800.01	1900	778.4
EU	Frankreich	6	1900.01	2000	817.81
EU	Frankreich	6	2000.01	2100	835.32
EU	Frankreich	6	2100.01	2200	852.83
EU	Frankreich	6	2200.01	2300	869.86
EU	Frankreich	6	2300.01	2400	905.86
EU	Frankreich	6	2400.01	2500	941.86
EU	Frankreich	6	2500.01	3000	1106.79
EU	Frankreich	6	3000.01	3500	1199.22
EU	Frankreich	6	3500.01	4000	1315.98
EU	Frankreich	6	4000.01	4500	1343.71
EU	Frankreich	6	4500.01	5000	1381.17
EU	Frankreich	7	0.01	50	35.03
EU	Frankreich	7	50.01	100	54.59
EU	Frankreich	7	100.01	150	78.81
EU	Frankreich	7	150.01	200	102.94
EU	Frankreich	7	200.01	300	153.44
EU	Frankreich	7	300.01	400	204.14
EU	Frankreich	7	400.01	500	254.73
EU	Frankreich	7	500.01	600	284.51
EU	Frankreich	7	600.01	700	331.21
EU	Frankreich	7	700.01	800	377.82
EU	Frankreich	7	800.01	900	424.23
EU	Frankreich	7	900.01	1000	470.45
EU	Frankreich	7	1000.01	1100	471.91
EU	Frankreich	7	1100.01	1200	504.01
EU	Frankreich	7	1200.01	1300	544.88
EU	Frankreich	7	1300.01	1400	585.26
EU	Frankreich	7	1400.01	1500	626.13
EU	Frankreich	7	1500.01	1600	666.51
EU	Frankreich	7	1600.01	1700	706.88
EU	Frankreich	7	1700.01	1800	747.26
EU	Frankreich	7	1800.01	1900	787.16
EU	Frankreich	7	1900.01	2000	827.05
EU	Frankreich	7	2000.01	2100	846.02
EU	Frankreich	7	2100.01	2200	864.02
EU	Frankreich	7	2200.01	2300	870.84
EU	Frankreich	7	2300.01	2400	906.84
EU	Frankreich	7	2400.01	2500	942.84
EU	Frankreich	7	2500.01	3000	1108.25
EU	Frankreich	7	3000.01	3500	1200.68
EU	Frankreich	7	3500.01	4000	1317.93
EU	Frankreich	7	4000.01	4500	1361.23
EU	Frankreich	7	4500.01	5000	1383.12
EU	Frankreich	8	0.01	50	36.29
EU	Frankreich	8	50.01	100	57.99
EU	Frankreich	8	100.01	150	85.04
EU	Frankreich	8	150.01	200	112.09
EU	Frankreich	8	200.01	300	167.06
EU	Frankreich	8	300.01	400	222.23
EU	Frankreich	8	400.01	500	277.31
EU	Frankreich	8	500.01	600	311.26
EU	Frankreich	8	600.01	700	362.54
EU	Frankreich	8	700.01	800	413.53
EU	Frankreich	8	800.01	900	464.22
EU	Frankreich	8	900.01	1000	514.81
EU	Frankreich	8	1000.01	1100	516.66
EU	Frankreich	8	1100.01	1200	562.39
EU	Frankreich	8	1200.01	1300	608.13
EU	Frankreich	8	1300.01	1400	653.37
EU	Frankreich	8	1400.01	1500	699.1
EU	Frankreich	8	1500.01	1600	744.35
EU	Frankreich	8	1600.01	1700	789.1
EU	Frankreich	8	1700.01	1800	833.86
EU	Frankreich	8	1800.01	1900	878.62
EU	Frankreich	8	1900.01	2000	922.89
EU	Frankreich	8	2000.01	2100	942.35
EU	Frankreich	8	2100.01	2200	962.3
EU	Frankreich	8	2200.01	2300	983.22
EU	Frankreich	8	2300.01	2400	1024.08
EU	Frankreich	8	2400.01	2500	1064.46
EU	Frankreich	8	2500.01	3000	1253.22
EU	Frankreich	8	3000.01	3500	1352.96
EU	Frankreich	8	3500.01	4000	1488.2
EU	Frankreich	8	4000.01	4500	1519.34
EU	Frankreich	8	4500.01	5000	1559.23
EU	Frankreich	9	0.01	50	38.34
EU	Frankreich	9	50.01	100	61.79
EU	Frankreich	9	100.01	150	90.39
EU	Frankreich	9	150.01	200	118.9
EU	Frankreich	9	200.01	300	177.28
EU	Frankreich	9	300.01	400	235.95
EU	Frankreich	9	400.01	500	294.33
EU	Frankreich	9	500.01	600	337.83
EU	Frankreich	9	600.01	700	393.38
EU	Frankreich	9	700.01	800	448.75
EU	Frankreich	9	800.01	900	503.82
EU	Frankreich	9	900.01	1000	558.79
EU	Frankreich	9	1000.01	1100	574.07
EU	Frankreich	9	1100.01	1200	625.15
EU	Frankreich	9	1200.01	1300	675.75
EU	Frankreich	9	1300.01	1400	726.34
EU	Frankreich	9	1400.01	1500	776.94
EU	Frankreich	9	1500.01	1600	827.05
EU	Frankreich	9	1600.01	1700	877.16
EU	Frankreich	9	1700.01	1800	926.78
EU	Frankreich	9	1800.01	1900	976.41
EU	Frankreich	9	1900.01	2000	1026.03
EU	Frankreich	9	2000.01	2100	1047.43
EU	Frankreich	9	2100.01	2200	1059.6
EU	Frankreich	9	2200.01	2300	1105.81
EU	Frankreich	9	2300.01	2400	1151.55
EU	Frankreich	9	2400.01	2500	1197.28
EU	Frankreich	9	2500.01	3000	1410.85
EU	Frankreich	9	3000.01	3500	1514.47
