scope	country	zone	w_from	w_to	price
EU	Frankreich	9	3500.01	4000	1672.1
EU	Frankreich	9	4000.01	4500	1707.13
EU	Frankreich	9	4500.01	5000	1752.37
EU	Frankreich	10	0.01	50	45.24
EU	Frankreich	10	50.01	100	72.39
EU	Frankreich	10	100.01	150	103.33
EU	Frankreich	10	150.01	200	134.27
EU	Frankreich	10	200.01	300	200.34
EU	Frankreich	10	300.01	400	266.5
EU	Frankreich	10	400.01	500	332.57
EU	Frankreich	10	500.01	600	375.97
EU	Frankreich	10	600.01	700	437.85
EU	Frankreich	10	700.01	800	499.44
EU	Frankreich	10	800.01	900	560.74
EU	Frankreich	10	900.01	1000	621.84
EU	Frankreich	10	1000.01	1100	647.53
EU	Frankreich	10	1100.01	1200	705.43
EU	Frankreich	10	1200.01	1300	762.83
EU	Frankreich	10	1300.01	1400	819.75
EU	Frankreich	10	1400.01	1500	876.67
EU	Frankreich	10	1500.01	1600	933.11
EU	Frankreich	10	1600.01	1700	989.54
EU	Frankreich	10	1700.01	1800	1045.98
EU	Frankreich	10	1800.01	1900	1101.92
EU	Frankreich	10	1900.01	2000	1157.87
EU	Frankreich	10	2000.01	2100	1182.2
EU	Frankreich	10	2100.01	2200	1201.17
EU	Frankreich	10	2200.01	2300	1253.22
EU	Frankreich	10	2300.01	2400	1305.28
EU	Frankreich	10	2400.01	2500	1357.34
EU	Frankreich	10	2500.01	3000	1601.07
EU	Frankreich	10	3000.01	3500	1709.07
EU	Frankreich	10	3500.01	4000	1894.92
EU	Frankreich	10	4000.01	4500	1934.32
EU	Frankreich	10	4500.01	5000	1984.92
EU	Italien	1	0.01	30	28.07
EU	Italien	1	30.01	50	35.81
EU	Italien	1	50.01	100	44.32
EU	Italien	1	100.01	150	52.93
EU	Italien	1	150.01	200	61.69
EU	Italien	1	200.01	250	71.61
EU	Italien	1	250.01	300	79.98
EU	Italien	1	300.01	400	98.95
EU	Italien	1	400.01	500	112.24
EU	Italien	1	500.01	600	116.95
EU	Italien	1	600.01	700	120.85
EU	Italien	1	700.01	800	124.88
EU	Italien	1	800.01	900	212.41
EU	Italien	1	900.01	1000	239.75
EU	Italien	1	1000.01	1250	297.49
EU	Italien	1	1250.01	1500	324.3
EU	Italien	1	1500.01	1750	415.08
EU	Italien	1	1750.01	2000	480.76
EU	Italien	1	2000.01	2250	540.99
EU	Italien	1	2250.01	2500	610.61
EU	Italien	1	2500.01	2750	664.02
EU	Italien	1	2750.01	3000	727.71
EU	Italien	1	3000.01	3500	843.59
EU	Italien	1	3500.01	4000	854.44
EU	Italien	1	4000.01	4500	861.88
EU	Italien	1	4500.01	5000	877.6
EU	Italien	2	0.01	30	31.57
EU	Italien	2	30.01	50	40.33
EU	Italien	2	50.01	100	48.99
EU	Italien	2	100.01	150	57.65
EU	Italien	2	150.01	200	66.6
EU	Italien	2	200.01	250	76.82
EU	Italien	2	250.01	300	85.28
EU	Italien	2	300.01	400	104.26
EU	Italien	2	400.01	500	119.19
EU	Italien	2	500.01	600	126.1
EU	Italien	2	600.01	700	132.04
EU	Italien	2	700.01	800	138.31
EU	Italien	2	800.01	900	227.1
EU	Italien	2	900.01	1000	256.63
EU	Italien	2	1000.01	1250	318.85
EU	Italien	2	1250.01	1500	351.4
EU	Italien	2	1500.01	1750	444.66
EU	Italien	2	1750.01	2000	522.01
EU	Italien	2	2000.01	2250	584.77
EU	Italien	2	2250.01	2500	661.2
EU	Italien	2	2500.01	2750	718.95
EU	Italien	2	2750.01	3000	790.37
EU	Italien	2	3000.01	3500	915.45
EU	Italien	2	3500.01	4000	928.05
EU	Italien	2	4000.01	4500	941.77
EU	Italien	2	4500.01	5000	967.21
EU	Italien	3	0.01	30	34.93
EU	Italien	3	30.01	50	44.37
EU	Italien	3	50.01	100	53.22
EU	Italien	3	100.01	150	62.22
EU	Italien	3	150.01	200	71.52
EU	Italien	3	200.01	250	82.17
EU	Italien	3	250.01	300	90.88
EU	Italien	3	300.01	400	110.34
EU	Italien	3	400.01	500	125.95
EU	Italien	3	500.01	600	133.69
EU	Italien	3	600.01	700	140.89
EU	Italien	3	700.01	800	148.43
EU	Italien	3	800.01	900	239.8
EU	Italien	3	900.01	1000	270.98
EU	Italien	3	1000.01	1250	336.76
EU	Italien	3	1250.01	1500	372.85
EU	Italien	3	1500.01	1750	469.72
EU	Italien	3	1750.01	2000	553.78
EU	Italien	3	2000.01	2250	623.94
EU	Italien	3	2250.01	2500	705.91
EU	Italien	3	2500.01	2750	767.7
EU	Italien	3	2750.01	3000	844.81
EU	Italien	3	3000.01	3500	978.5
EU	Italien	3	3500.01	4000	993.48
EU	Italien	3	4000.01	4500	1011.92
EU	Italien	3	4500.01	5000	1043.93
EU	Italien	4	0.01	30	39.31
EU	Italien	4	30.01	50	50.11
EU	Italien	4	50.01	100	59.11
EU	Italien	4	100.01	150	68.3
EU	Italien	4	150.01	200	77.69
EU	Italien	4	200.01	250	88.54
EU	Italien	4	250.01	300	97.15
EU	Italien	4	300.01	400	116.86
EU	Italien	4	400.01	500	132.67
EU	Italien	4	500.01	600	140.4
EU	Italien	4	600.01	700	147.9
EU	Italien	4	700.01	800	156.75
EU	Italien	4	800.01	900	250.69
EU	Italien	4	900.01	1000	283.68
EU	Italien	4	1000.01	1250	353.64
EU	Italien	4	1250.01	1500	393.58
EU	Italien	4	1500.01	1750	493.21
EU	Italien	4	1750.01	2000	587.3
EU	Italien	4	2000.01	2250	672.39
EU	Italien	4	2250.01	2500	762.3
EU	Italien	4	2500.01	2750	828.75
EU	Italien	4	2750.01	3000	914.18
EU	Italien	4	3000.01	3500	1059.89
EU	Italien	4	3500.01	4000	1073.17
EU	Italien	4	4000.01	4500	1095.16
EU	Italien	4	4500.01	5000	1134.91
EU	Italien	5	0.01	30	44.08
EU	Italien	5	30.01	50	56.53
EU	Italien	5	50.01	100	66.21
EU	Italien	5	100.01	150	75.99
EU	Italien	5	150.01	200	85.87
EU	Italien	5	200.01	250	97.54
EU	Italien	5	250.01	300	106.49
EU	Italien	5	300.01	400	127.56
EU	Italien	5	400.01	500	145.32
EU	Italien	5	500.01	600	152.91
EU	Italien	5	600.01	700	159.82
EU	Italien	5	700.01	800	167.45
EU	Italien	5	800.01	900	264.46
EU	Italien	5	900.01	1000	298.52
EU	Italien	5	1000.01	1250	371.69
EU	Italien	5	1250.01	1500	414.06
EU	Italien	5	1500.01	1750	518.41
EU	Italien	5	1750.01	2000	618.88
EU	Italien	5	2000.01	2250	712.38
EU	Italien	5	2250.01	2500	808.22
EU	Italien	5	2500.01	2750	878.38
EU	Italien	5	2750.01	3000	969.3
EU	Italien	5	3000.01	3500	1124.16
EU	Italien	5	3500.01	4000	1137
EU	Italien	5	4000.01	4500	1160.06
EU	Italien	5	4500.01	5000	1202.63
EU	Italien	6	0.01	30	48.26
EU	Italien	6	30.01	50	61.4
EU	Italien	6	50.01	100	71.9
EU	Italien	6	100.01	150	82.41
EU	Italien	6	150.01	200	93.07
EU	Italien	6	200.01	250	105.57
EU	Italien	6	250.01	300	115.15
EU	Italien	6	300.01	400	137.58
EU	Italien	6	400.01	500	156.94
EU	Italien	6	500.01	600	165.65
EU	Italien	6	600.01	700	172.56
EU	Italien	6	700.01	800	180.05
EU	Italien	6	800.01	900	281.98
EU	Italien	6	900.01	1000	317.34
EU	Italien	6	1000.01	1250	394.11
EU	Italien	6	1250.01	1500	438.87
EU	Italien	6	1500.01	1750	549.79
EU	Italien	6	1750.01	2000	654.83
EU	Italien	6	2000.01	2250	752.32
EU	Italien	6	2250.01	2500	852.83
EU	Italien	6	2500.01	2750	927.03
EU	Italien	6	2750.01	3000	1022.33
EU	Italien	6	3000.01	3500	1185.02
EU	Italien	6	3500.01	4000	1200.39
EU	Italien	6	4000.01	4500	1225.2
EU	Italien	6	4500.01	5000	1269.72
EU	Italien	7	0.01	30	51.33
EU	Italien	7	30.01	50	65.63
EU	Italien	7	50.01	100	76.67
EU	Italien	7	100.01	150	87.72
EU	Italien	7	150.01	200	98.86
EU	Italien	7	200.01	250	111.94
EU	Italien	7	250.01	300	121.87
EU	Italien	7	300.01	400	145.51
EU	Italien	7	400.01	500	165.46
EU	Italien	7	500.01	600	173.73
EU	Italien	7	600.01	700	180.2
EU	Italien	7	700.01	800	187.5
EU	Italien	7	800.01	900	296.18
EU	Italien	7	900.01	1000	332.23
EU	Italien	7	1000.01	1250	412.07
EU	Italien	7	1250.01	1500	458.23
EU	Italien	7	1500.01	1750	574.8
EU	Italien	7	1750.01	2000	685.53
EU	Italien	7	2000.01	2250	788.71
EU	Italien	7	2250.01	2500	894.38
EU	Italien	7	2500.01	2750	971.88
EU	Italien	7	2750.01	3000	1071.66
EU	Italien	7	3000.01	3500	1242.86
EU	Italien	7	3500.01	4000	1255.8
EU	Italien	7	4000.01	4500	1278.77
EU	Italien	7	4500.01	5000	1322.7
EU	Italien	8	0.01	30	53.61
EU	Italien	8	30.01	50	68.99
EU	Italien	8	50.01	100	80.66
EU	Italien	8	100.01	150	92.39
EU	Italien	8	150.01	200	104.11
EU	Italien	8	200.01	250	117.98
EU	Italien	8	250.01	300	128.44
EU	Italien	8	300.01	400	153.44
EU	Italien	8	400.01	500	174.65
EU	Italien	8	500.01	600	183.22
EU	Italien	8	600.01	700	189.35
EU	Italien	8	700.01	800	196.21
EU	Italien	8	800.01	900	309.22
EU	Italien	8	900.01	1000	347.17
EU	Italien	8	1000.01	1250	430.89
EU	Italien	8	1250.01	1500	479.64
EU	Italien	8	1500.01	1750	601.95
EU	Italien	8	1750.01	2000	718.8
EU	Italien	8	2000.01	2250	832.11
EU	Italien	8	2250.01	2500	944.1
EU	Italien	8	2500.01	2750	1026.13
EU	Italien	8	2750.01	3000	1131.99
EU	Italien	8	3000.01	3500	1313.36
EU	Italien	8	3500.01	4000	1326.93
EU	Italien	8	4000.01	4500	1351.84
EU	Italien	8	4500.01	5000	1399.32
EU	Italien	9	0.01	30	57.99
EU	Italien	9	30.01	50	74.39
EU	Italien	9	50.01	100	86.99
EU	Italien	9	100.01	150	99.59
EU	Italien	9	150.01	200	112.19
EU	Italien	9	200.01	250	127.07
EU	Italien	9	250.01	300	138.21
EU	Italien	9	300.01	400	164.92
EU	Italien	9	400.01	500	187.55
EU	Italien	9	500.01	600	196.74
EU	Italien	9	600.01	700	203.41
EU	Italien	9	700.01	800	210.27
EU	Italien	9	800.01	900	327.95
EU	Italien	9	900.01	1000	366.92
EU	Italien	9	1000.01	1250	454.25
EU	Italien	9	1250.01	1500	504.99
EU	Italien	9	1500.01	1750	633.71
EU	Italien	9	1750.01	2000	755.49
EU	Italien	9	2000.01	2250	876.48
EU	Italien	9	2250.01	2500	993.87
EU	Italien	9	2500.01	2750	1079.93
EU	Italien	9	2750.01	3000	1190.66
EU	Italien	9	3000.01	3500	1380.64
EU	Italien	9	3500.01	4000	1394.99
EU	Italien	9	4000.01	4500	1420.58
EU	Italien	9	4500.01	5000	1469.52
EU	Italien	10	0.01	30	68.16
EU	Italien	10	30.01	50	86.01
EU	Italien	10	50.01	100	99.73
EU	Italien	10	100.01	150	113.45
EU	Italien	10	150.01	200	127.17
EU	Italien	10	200.01	250	143.27
EU	Italien	10	250.01	300	154.85
EU	Italien	10	300.01	400	183.31
EU	Italien	10	400.01	500	207.64
EU	Italien	10	500.01	600	218
EU	Italien	10	600.01	700	225.64
EU	Italien	10	700.01	800	233.52
EU	Italien	10	800.01	900	356.12
EU	Italien	10	900.01	1000	392.95
EU	Italien	10	1000.01	1250	481.49
EU	Italien	10	1250.01	1500	534.08
EU	Italien	10	1500.01	1750	667.33
EU	Italien	10	1750.01	2000	793.43
EU	Italien	10	2000.01	2250	918.22
EU	Italien	10	2250.01	2500	1039.21
EU	Italien	10	2500.01	2750	1127.56
EU	Italien	10	2750.01	3000	1240.87
EU	Italien	10	3000.01	3500	1435.71
EU	Italien	10	3500.01	4000	1450.55
EU	Italien	10	4000.01	4500	1475.8
EU	Italien	10	4500.01	5000	1524.5
EU	Polen	1	0.01	30	11.72
EU	Polen	1	30.01	50	13.77
EU	Polen	1	50.01	100	19.12
EU	Polen	1	100.01	150	25.3
EU	Polen	1	150.01	200	29.82
EU	Polen	1	200.01	250	34.83
EU	Polen	1	250.01	300	39.36
EU	Polen	1	300.01	400	49.43
EU	Polen	1	400.01	500	54.54
EU	Polen	1	500.01	600	56.29
EU	Polen	1	600.01	700	57.99
EU	Polen	1	700.01	800	59.69
EU	Polen	1	800.01	900	106.01
EU	Polen	1	900.01	1000	119.53
EU	Polen	1	1000.01	1250	147.65
EU	Polen	1	1250.01	1500	158.06
EU	Polen	1	1500.01	1750	203.79
EU	Polen	1	1750.01	2000	231.38
EU	Polen	1	2000.01	2250	256.29
EU	Polen	1	2250.01	2500	284.6
EU	Polen	1	2500.01	2750	311.02
EU	Polen	1	2750.01	3000	338.99
EU	Polen	1	3000.01	3500	395.33
EU	Polen	1	3500.01	4000	401.17
EU	Polen	1	4000.01	4500	401.31
EU	Polen	1	4500.01	5000	401.65
EU	Polen	2	0.01	30	12.55
EU	Polen	2	30.01	50	14.6
EU	Polen	2	50.01	100	20.34
EU	Polen	2	100.01	150	27.2
EU	Polen	2	150.01	200	31.77
EU	Polen	2	200.01	250	36.78
EU	Polen	2	250.01	300	41.35
EU	Polen	2	300.01	400	51.81
EU	Polen	2	400.01	500	57.16
EU	Polen	2	500.01	600	59.5
EU	Polen	2	600.01	700	61.79
EU	Polen	2	700.01	800	64.02
EU	Polen	2	800.01	900	111.07
EU	Polen	2	900.01	1000	125.18
EU	Polen	2	1000.01	1250	154.46
EU	Polen	2	1250.01	1500	163.61
EU	Polen	2	1500.01	1750	209.49
EU	Polen	2	1750.01	2000	238.29
EU	Polen	2	2000.01	2250	266.21
EU	Polen	2	2250.01	2500	294.72
EU	Polen	2	2500.01	2750	321.28
EU	Polen	2	2750.01	3000	349.26
EU	Polen	2	3000.01	3500	408.42
EU	Polen	2	3500.01	4000	414.25
EU	Polen	2	4000.01	4500	414.5
EU	Polen	2	4500.01	5000	414.89
EU	Polen	3	0.01	30	13.28
EU	Polen	3	30.01	50	15.47
EU	Polen	3	50.01	100	21.11
EU	Polen	3	100.01	150	27.68
EU	Polen	3	150.01	200	32.45
EU	Polen	3	200.01	250	37.7
EU	Polen	3	250.01	300	42.47
EU	Polen	3	300.01	400	53.13
EU	Polen	3	400.01	500	58.43
EU	Polen	3	500.01	600	60.28
EU	Polen	3	600.01	700	62.32
EU	Polen	3	700.01	800	64.61
EU	Polen	3	800.01	900	113.6
EU	Polen	3	900.01	1000	128.19
EU	Polen	3	1000.01	1250	158.45
EU	Polen	3	1250.01	1500	169.25
EU	Polen	3	1500.01	1750	218.39
EU	Polen	3	1750.01	2000	247.97
EU	Polen	3	2000.01	2250	275.16
EU	Polen	3	2250.01	2500	305.57
EU	Polen	3	2500.01	2750	333.93
EU	Polen	3	2750.01	3000	363.51
EU	Polen	3	3000.01	3500	424.52
EU	Polen	3	3500.01	4000	430.7
EU	Polen	3	4000.01	4500	430.89
EU	Polen	3	4500.01	5000	431.18
EU	Polen	4	0.01	30	13.87
EU	Polen	4	30.01	50	16.1
EU	Polen	4	50.01	100	21.94
EU	Polen	4	100.01	150	28.65
EU	Polen	4	150.01	200	33.57
EU	Polen	4	200.01	250	39.02
EU	Polen	4	250.01	300	43.93
EU	Polen	4	300.01	400	54.83
EU	Polen	4	400.01	500	60.37
EU	Polen	4	500.01	600	62.32
EU	Polen	4	600.01	700	64.17
EU	Polen	4	700.01	800	66.07
EU	Polen	4	800.01	900	117.49
EU	Polen	4	900.01	1000	132.47
EU	Polen	4	1000.01	1250	163.8
EU	Polen	4	1250.01	1500	174.95
EU	Polen	4	1500.01	1750	225.78
EU	Polen	4	1750.01	2000	256.24
EU	Polen	4	2000.01	2250	284.36
EU	Polen	4	2250.01	2500	315.84
EU	Polen	4	2500.01	2750	345.22
EU	Polen	4	2750.01	3000	376.11
EU	Polen	4	3000.01	3500	438.87
EU	Polen	4	3500.01	4000	445.29
EU	Polen	4	4000.01	4500	445.49
EU	Polen	4	4500.01	5000	445.83
EU	Polen	5	0.01	30	14.06
EU	Polen	5	30.01	50	16.4
EU	Polen	5	50.01	100	22.48
EU	Polen	5	100.01	150	29.48
EU	Polen	5	150.01	200	34.64
EU	Polen	5	200.01	250	40.28
EU	Polen	5	250.01	300	45.44
EU	Polen	5	300.01	400	56.82
EU	Polen	5	400.01	500	62.52
EU	Polen	5	500.01	600	64.51
EU	Polen	5	600.01	700	66.41
EU	Polen	5	700.01	800	68.35
EU	Polen	5	800.01	900	121.72
EU	Polen	5	900.01	1000	137.34
EU	Polen	5	1000.01	1250	169.84
EU	Polen	5	1250.01	1500	181.17
EU	Polen	5	1500.01	1750	233.96
EU	Polen	5	1750.01	2000	265.53
EU	Polen	5	2000.01	2250	294.96
EU	Polen	5	2250.01	2500	327.61
EU	Polen	5	2500.01	2750	358.11
EU	Polen	5	2750.01	3000	389.83
EU	Polen	5	3000.01	3500	455.27
EU	Polen	5	3500.01	4000	461.93
EU	Polen	5	4000.01	4500	462.13
EU	Polen	5	4500.01	5000	462.42
EU	Polen	6	0.01	30	14.16
EU	Polen	6	30.01	50	16.54
EU	Polen	6	50.01	100	22.82
EU	Polen	6	100.01	150	30.02
EU	Polen	6	150.01	200	35.37
EU	Polen	6	200.01	250	41.26
EU	Polen	6	250.01	300	46.61
EU	Polen	6	300.01	400	58.38
EU	Polen	6	400.01	500	64.32
EU	Polen	6	500.01	600	66.26
EU	Polen	6	600.01	700	68.16
EU	Polen	6	700.01	800	70.01
EU	Polen	6	800.01	900	125.27
EU	Polen	6	900.01	1000	141.38
EU	Polen	6	1000.01	1250	174.9
EU	Polen	6	1250.01	1500	186.72
EU	Polen	6	1500.01	1750	241.45
EU	Polen	6	1750.01	2000	273.9
EU	Polen	6	2000.01	2250	304.01
EU	Polen	6	2250.01	2500	338.07
EU	Polen	6	2500.01	2750	369.64
EU	Polen	6	2750.01	3000	402.53
EU	Polen	6	3000.01	3500	469.91
EU	Polen	6	3500.01	4000	476.82
EU	Polen	6	4000.01	4500	477.01
EU	Polen	6	4500.01	5000	477.35
EU	Polen	7	0.01	30	14.6
EU	Polen	7	30.01	50	17.03
EU	Polen	7	50.01	100	23.55
EU	Polen	7	100.01	150	31.14
EU	Polen	7	150.01	200	36.54
EU	Polen	7	200.01	250	42.52
EU	Polen	7	250.01	300	47.92
EU	Polen	7	300.01	400	59.99
EU	Polen	7	400.01	500	66.07
EU	Polen	7	500.01	600	68.3
EU	Polen	7	600.01	700	70.49
EU	Polen	7	700.01	800	72.63
EU	Polen	7	800.01	900	128.68
EU	Polen	7	900.01	1000	145.17
EU	Polen	7	1000.01	1250	179.57
EU	Polen	7	1250.01	1500	190.76
EU	Polen	7	1500.01	1750	246.02
EU	Polen	7	1750.01	2000	279.25
EU	Polen	7	2000.01	2250	311.26
EU	Polen	7	2250.01	2500	345.51
EU	Polen	7	2500.01	2750	377.48
EU	Polen	7	2750.01	3000	410.65
EU	Polen	7	3000.01	3500	479.88
EU	Polen	7	3500.01	4000	486.89
EU	Polen	7	4000.01	4500	487.13
EU	Polen	7	4500.01	5000	487.47
EU	Polen	8	0.01	30	15.28
EU	Polen	8	30.01	50	17.81
EU	Polen	8	50.01	100	24.62
EU	Polen	8	100.01	150	32.6
EU	Polen	8	150.01	200	38.14
EU	Polen	8	200.01	250	44.27
EU	Polen	8	250.01	300	49.82
EU	Polen	8	300.01	400	62.32
EU	Polen	8	400.01	500	68.65
EU	Polen	8	500.01	600	71.22
EU	Polen	8	600.01	700	73.66
EU	Polen	8	700.01	800	76.09
EU	Polen	8	800.01	900	133.74
EU	Polen	8	900.01	1000	150.91
EU	Polen	8	1000.01	1250	186.38
EU	Polen	8	1250.01	1500	197.96
EU	Polen	8	1500.01	1750	254.59
EU	Polen	8	1750.01	2000	289.27
EU	Polen	8	2000.01	2250	322.5
EU	Polen	8	2250.01	2500	357.87
EU	Polen	8	2500.01	2750	390.56
EU	Polen	8	2750.01	3000	424.71
EU	Polen	8	3000.01	3500	496.47
EU	Polen	8	3500.01	4000	503.62
EU	Polen	8	4000.01	4500	503.82
EU	Polen	8	4500.01	5000	504.21
EU	Polen	9	0.01	30	15.42
EU	Polen	9	30.01	50	17.95
EU	Polen	9	50.01	100	24.81
EU	Polen	9	100.01	150	32.89
EU	Polen	9	150.01	200	38.48
EU	Polen	9	200.01	250	44.66
EU	Polen	9	250.01	300	50.5
EU	Polen	9	300.01	400	63.54
EU	Polen	9	400.01	500	70.01
EU	Polen	9	500.01	600	71.95
EU	Polen	9	600.01	700	74.29
EU	Polen	9	700.01	800	76.77
EU	Polen	9	800.01	900	136.51
EU	Polen	9	900.01	1000	154.17
EU	Polen	9	1000.01	1250	190.95
EU	Polen	9	1250.01	1500	203.75
EU	Polen	9	1500.01	1750	264.17
EU	Polen	9	1750.01	2000	299.44
EU	Polen	9	2000.01	2250	332.67
EU	Polen	9	2250.01	2500	370.13
EU	Polen	9	2500.01	2750	405.01
EU	Polen	9	2750.01	3000	441.06
EU	Polen	9	3000.01	3500	514.86
EU	Polen	9	3500.01	4000	522.55
EU	Polen	9	4000.01	4500	522.74
EU	Polen	9	4500.01	5000	523.08
EU	Polen	10	0.01	30	15.57
EU	Polen	10	30.01	50	18.24
EU	Polen	10	50.01	100	25.54
EU	Polen	10	100.01	150	34.1
EU	Polen	10	150.01	200	40.09
EU	Polen	10	200.01	250	46.7
EU	Polen	10	250.01	300	52.74
EU	Polen	10	300.01	400	66.16
EU	Polen	10	400.01	500	72.98
EU	Polen	10	500.01	600	75.55
EU	Polen	10	600.01	700	78.03
EU	Polen	10	700.01	800	80.52
EU	Polen	10	800.01	900	142.25
EU	Polen	10	900.01	1000	160.55
EU	Polen	10	1000.01	1250	198.39
EU	Polen	10	1250.01	1500	210.56
EU	Polen	10	1500.01	1750	271.22
EU	Polen	10	1750.01	2000	308.05
EU	Polen	10	2000.01	2250	343.76
EU	Polen	10	2250.01	2500	381.37
EU	Polen	10	2500.01	2750	416.4
EU	Polen	10	2750.01	3000	452.79
EU	Polen	10	3000.01	3500	529.31
EU	Polen	10	3500.01	4000	537.05
EU	Polen	10	4000.01	4500	537.24
EU	Polen	10	4500.01	5000	537.63
EU	Spanien	1	0.01	50	32.89
EU	Spanien	1	50.01	100	47.39
EU	Spanien	1	100.01	150	61.2
EU	Spanien	1	150.01	200	75.02
EU	Spanien	1	200.01	300	108.29
EU	Spanien	1	300.01	400	142.84
EU	Spanien	1	400.01	500	177.18
EU	Spanien	1	500.01	600	203.55
EU	Spanien	1	600.01	700	231.87
EU	Spanien	1	700.01	800	263.97
EU	Spanien	1	800.01	900	290.54
EU	Spanien	1	900.01	1000	320.31
EU	Spanien	1	1000.01	1100	354.17
EU	Spanien	1	1100.01	1200	378.01
EU	Spanien	1	1200.01	1300	417.9
EU	Spanien	1	1300.01	1400	441.74
EU	Spanien	1	1400.01	1500	465.09
EU	Spanien	1	1500.01	1600	504.5
EU	Spanien	1	1600.01	1700	527.85
EU	Spanien	1	1700.01	1800	566.77
EU	Spanien	1	1800.01	1900	590.12
EU	Spanien	1	1900.01	2000	612.5
EU	Spanien	1	2000.01	2100	653.86
EU	Spanien	1	2100.01	2200	675.75
EU	Spanien	1	2200.01	2300	697.64
EU	Spanien	1	2300.01	2400	719.05
EU	Spanien	1	2400.01	2500	740.45
EU	Spanien	1	2500.01	3000	862.56
EU	Spanien	1	3000.01	3500	971.54
EU	Spanien	1	3500.01	4000	1063.49
EU	Spanien	1	4000.01	4500	1144.73
EU	Spanien	1	4500.01	5000	1202.14
EU	Spanien	2	0.01	50	33.76
EU	Spanien	2	50.01	100	49.82
EU	Spanien	2	100.01	150	65.19
EU	Spanien	2	150.01	200	80.66
EU	Spanien	2	200.01	300	117.25
EU	Spanien	2	300.01	400	154.71
EU	Spanien	2	400.01	500	192.07
EU	Spanien	2	500.01	600	220.48
EU	Spanien	2	600.01	700	257.46
EU	Spanien	2	700.01	800	286.45
EU	Spanien	2	800.01	900	319.05
EU	Spanien	2	900.01	1000	346.68
EU	Spanien	2	1000.01	1100	385.79
EU	Spanien	2	1100.01	1200	410.12
EU	Spanien	2	1200.01	1300	455.85
EU	Spanien	2	1300.01	1400	479.69
EU	Spanien	2	1400.01	1500	503.53
EU	Spanien	2	1500.01	1600	548.77
EU	Spanien	2	1600.01	1700	572.12
EU	Spanien	2	1700.01	1800	616.88
EU	Spanien	2	1800.01	1900	640.72
EU	Spanien	2	1900.01	2000	663.1
EU	Spanien	2	2000.01	2100	717.1
EU	Spanien	2	2100.01	2200	738.99
EU	Spanien	2	2200.01	2300	760.89
EU	Spanien	2	2300.01	2400	782.78
EU	Spanien	2	2400.01	2500	804.67
EU	Spanien	2	2500.01	3000	938.46
EU	Spanien	2	3000.01	3500	1060.08
EU	Spanien	2	3500.01	4000	1162.74
EU	Spanien	2	4000.01	4500	1256.14
EU	Spanien	2	4500.01	5000	1337.39
EU	Spanien	3	0.01	50	34.44
EU	Spanien	3	50.01	100	50.5
EU	Spanien	3	100.01	150	65.97
EU	Spanien	3	150.01	200	81.34
EU	Spanien	3	200.01	300	117.73
EU	Spanien	3	300.01	400	155.49
EU	Spanien	3	400.01	500	193.04
EU	Spanien	3	500.01	600	222.43
EU	Spanien	3	600.01	700	261.35
EU	Spanien	3	700.01	800	289.08
EU	Spanien	3	800.01	900	323.91
EU	Spanien	3	900.01	1000	351.64
EU	Spanien	3	1000.01	1100	388.71
EU	Spanien	3	1100.01	1200	415.47
EU	Spanien	3	1200.01	1300	458.28
EU	Spanien	3	1300.01	1400	485.04
EU	Spanien	3	1400.01	1500	511.8
EU	Spanien	3	1500.01	1600	554.12
EU	Spanien	3	1600.01	1700	580.39
EU	Spanien	3	1700.01	1800	622.23
EU	Spanien	3	1800.01	1900	648.5
EU	Spanien	3	1900.01	2000	673.8
EU	Spanien	3	2000.01	2100	718.56
EU	Spanien	3	2100.01	2200	742.89
EU	Spanien	3	2200.01	2300	767.7
EU	Spanien	3	2300.01	2400	792.02
EU	Spanien	3	2400.01	2500	816.83
EU	Spanien	3	2500.01	3000	953.05
EU	Spanien	3	3000.01	3500	1076.62
EU	Spanien	3	3500.01	4000	1171.49
EU	Spanien	3	4000.01	4500	1275.12
EU	Spanien	3	4500.01	5000	1357.82
EU	Spanien	4	0.01	50	34.93
EU	Spanien	4	50.01	100	52.15
EU	Spanien	4	100.01	150	67.23
EU	Spanien	4	150.01	200	82.41
EU	Spanien	4	200.01	300	117.83
EU	Spanien	4	300.01	400	155.58
EU	Spanien	4	400.01	500	193.14
EU	Spanien	4	500.01	600	224.28
EU	Spanien	4	600.01	700	261.45
EU	Spanien	4	700.01	800	294.92
EU	Spanien	4	800.01	900	330.72
EU	Spanien	4	900.01	1000	363.61
EU	Spanien	4	1000.01	1100	410.12
EU	Spanien	4	1100.01	1200	434.44
EU	Spanien	4	1200.01	1300	484.55
EU	Spanien	4	1300.01	1400	508.88
EU	Spanien	4	1400.01	1500	532.72
EU	Spanien	4	1500.01	1600	582.34
EU	Spanien	4	1600.01	1700	605.69
EU	Spanien	4	1700.01	1800	655.8
EU	Spanien	4	1800.01	1900	679.15
EU	Spanien	4	1900.01	2000	701.53
EU	Spanien	4	2000.01	2100	759.91
EU	Spanien	4	2100.01	2200	781.32
EU	Spanien	4	2200.01	2300	803.21
EU	Spanien	4	2300.01	2400	825.1
EU	Spanien	4	2400.01	2500	846.51
EU	Spanien	4	2500.01	3000	988.57
EU	Spanien	4	3000.01	3500	1135
EU	Spanien	4	3500.01	4000	1248.85
EU	Spanien	4	4000.01	4500	1352.47
EU	Spanien	4	4500.01	5000	1456.09
EU	Spanien	5	0.01	50	35.42
